Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,concept:name,lifecycle:transition,org:resource,variant,variant-index,creator
Case599,Closed,Value 5,2010-04-06 14:50:21.000,Variant 7,7,Closed,complete,Value 5,Variant 7,7,Fluxicon Disco
Case599,End,End,2010-04-06 14:50:21.000,Variant 7,7,End,End,End,End,End,End
Case600,Start,Start,2012-07-03 13:03:26.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case600,Assign seriousness,Value 1,2012-07-03 13:03:26.000,Variant 1,1,Assign seriousness,complete,Value 1,Variant 1,1,Fluxicon Disco
Case600,Take in charge ticket,Value 2,2012-07-11 07:28:34.000,Variant 1,1,Take in charge ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case600,Resolve ticket,Value 2,2012-07-11 08:10:08.000,Variant 1,1,Resolve ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case600,Closed,Value 5,2012-09-01 07:13:21.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case600,End,End,2012-09-01 07:13:21.000,Variant 1,1,End,End,End,End,End,End
Case601,Start,Start,2010-12-29 10:10:05.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case601,Assign seriousness,Value 8,2010-12-29 10:10:05.000,Variant 1,1,Assign seriousness,complete,Value 8,Variant 1,1,Fluxicon Disco
Case601,Take in charge ticket,Value 2,2011-01-10 10:35:05.000,Variant 1,1,Take in charge ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case601,Resolve ticket,Value 2,2011-01-18 10:01:45.000,Variant 1,1,Resolve ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case601,Closed,Value 5,2011-02-02 10:02:01.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case601,End,End,2011-02-02 10:02:01.000,Variant 1,1,End,End,End,End,End,End
Case602,Start,Start,2012-05-02 06:17:26.000,Variant 2,2,Start,Start,Start,Start,Start,Start
Case602,Assign seriousness,Value 2,2012-05-02 06:17:26.000,Variant 2,2,Assign seriousness,complete,Value 2,Variant 2,2,Fluxicon Disco
Case602,Take in charge ticket,Value 6,2012-05-02 06:39:30.000,Variant 2,2,Take in charge ticket,complete,Value 6,Variant 2,2,Fluxicon Disco
Case602,Wait,Value 16,2012-05-09 13:23:42.000,Variant 2,2,Wait,complete,Value 16,Variant 2,2,Fluxicon Disco
Case602,Resolve ticket,Value 16,2012-05-31 11:46:09.000,Variant 2,2,Resolve ticket,complete,Value 16,Variant 2,2,Fluxicon Disco
Case602,Closed,Value 5,2012-06-15 11:46:20.000,Variant 2,2,Closed,complete,Value 5,Variant 2,2,Fluxicon Disco
Case602,End,End,2012-06-15 11:46:20.000,Variant 2,2,End,End,End,End,End,End
Case603,Start,Start,2013-01-21 07:08:20.000,Variant 6,6,Start,Start,Start,Start,Start,Start
Case603,Assign seriousness,Value 1,2013-01-21 07:08:20.000,Variant 6,6,Assign seriousness,complete,Value 1,Variant 6,6,Fluxicon Disco
Case603,Take in charge ticket,Value 1,2013-01-28 15:05:48.000,Variant 6,6,Take in charge ticket,complete,Value 1,Variant 6,6,Fluxicon Disco
Case603,Resolve ticket,Value 1,2013-02-15 07:05:19.000,Variant 6,6,Resolve ticket,complete,Value 1,Variant 6,6,Fluxicon Disco
Case603,Resolve ticket,Value 1,2013-02-15 07:05:20.000,Variant 6,6,Resolve ticket,complete,Value 1,Variant 6,6,Fluxicon Disco
Case603,Closed,Value 3,2013-03-02 07:05:34.000,Variant 6,6,Closed,complete,Value 3,Variant 6,6,Fluxicon Disco
Case603,End,End,2013-03-02 07:05:34.000,Variant 6,6,End,End,End,End,End,End
Case604,Start,Start,2011-10-17 12:39:19.000,Variant 5,5,Start,Start,Start,Start,Start,Start
Case604,Assign seriousness,Value 4,2011-10-17 12:39:19.000,Variant 5,5,Assign seriousness,complete,Value 4,Variant 5,5,Fluxicon Disco
Case604,Resolve ticket,Value 4,2011-10-18 06:27:07.000,Variant 5,5,Resolve ticket,complete,Value 4,Variant 5,5,Fluxicon Disco
Case604,Closed,Value 5,2011-11-24 13:40:49.000,Variant 5,5,Closed,complete,Value 5,Variant 5,5,Fluxicon Disco
Case604,End,End,2011-11-24 13:40:49.000,Variant 5,5,End,End,End,End,End,End
Case605,Start,Start,2011-04-04 12:06:22.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case605,Assign seriousness,Value 8,2011-04-04 12:06:22.000,Variant 1,1,Assign seriousness,complete,Value 8,Variant 1,1,Fluxicon Disco
Case605,Take in charge ticket,Value 8,2011-04-04 12:06:59.000,Variant 1,1,Take in charge ticket,complete,Value 8,Variant 1,1,Fluxicon Disco
Case605,Resolve ticket,Value 13,2011-04-04 13:28:46.000,Variant 1,1,Resolve ticket,complete,Value 13,Variant 1,1,Fluxicon Disco
Case605,Closed,Value 5,2011-05-05 12:10:38.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case605,End,End,2011-05-05 12:10:38.000,Variant 1,1,End,End,End,End,End,End
Case606,Start,Start,2013-04-05 15:13:54.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case606,Assign seriousness,Value 1,2013-04-05 15:13:54.000,Variant 1,1,Assign seriousness,complete,Value 1,Variant 1,1,Fluxicon Disco
Case606,Take in charge ticket,Value 2,2013-04-15 14:05:20.000,Variant 1,1,Take in charge ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case606,Resolve ticket,Value 4,2013-04-23 09:34:43.000,Variant 1,1,Resolve ticket,complete,Value 4,Variant 1,1,Fluxicon Disco
Case606,Closed,Value 3,2013-05-08 09:34:56.000,Variant 1,1,Closed,complete,Value 3,Variant 1,1,Fluxicon Disco
Case606,End,End,2013-05-08 09:34:56.000,Variant 1,1,End,End,End,End,End,End
Case607,Start,Start,2011-06-14 06:11:34.000,Variant 3,3,Start,Start,Start,Start,Start,Start
Case607,Assign seriousness,Value 8,2011-06-14 06:11:34.000,Variant 3,3,Assign seriousness,complete,Value 8,Variant 3,3,Fluxicon Disco
Case607,Take in charge ticket,Value 8,2011-06-14 06:22:14.000,Variant 3,3,Take in charge ticket,complete,Value 8,Variant 3,3,Fluxicon Disco
Case607,Wait,Value 11,2011-06-16 14:20:04.000,Variant 3,3,Wait,complete,Value 11,Variant 3,3,Fluxicon Disco
Case607,Take in charge ticket,Value 11,2011-06-17 12:19:03.000,Variant 3,3,Take in charge ticket,complete,Value 11,Variant 3,3,Fluxicon Disco
Case607,Resolve ticket,Value 11,2011-06-17 12:20:01.000,Variant 3,3,Resolve ticket,complete,Value 11,Variant 3,3,Fluxicon Disco
Case607,Closed,Value 5,2011-07-15 13:20:39.000,Variant 3,3,Closed,complete,Value 5,Variant 3,3,Fluxicon Disco
Case607,End,End,2011-07-15 13:20:39.000,Variant 3,3,End,End,End,End,End,End
Case608,Start,Start,2010-12-23 07:52:03.000,Variant 3,3,Start,Start,Start,Start,Start,Start
Case608,Assign seriousness,Value 8,2010-12-23 07:52:03.000,Variant 3,3,Assign seriousness,complete,Value 8,Variant 3,3,Fluxicon Disco
Case608,Take in charge ticket,Value 9,2010-12-28 15:34:13.000,Variant 3,3,Take in charge ticket,complete,Value 9,Variant 3,3,Fluxicon Disco
Case608,Wait,Value 9,2010-12-28 15:43:35.000,Variant 3,3,Wait,complete,Value 9,Variant 3,3,Fluxicon Disco
Case608,Take in charge ticket,Value 9,2011-01-10 07:29:01.000,Variant 3,3,Take in charge ticket,complete,Value 9,Variant 3,3,Fluxicon Disco
Case608,Resolve ticket,Value 9,2011-01-10 07:29:39.000,Variant 3,3,Resolve ticket,complete,Value 9,Variant 3,3,Fluxicon Disco
Case608,Closed,Value 5,2011-01-25 07:29:53.000,Variant 3,3,Closed,complete,Value 5,Variant 3,3,Fluxicon Disco
Case608,End,End,2011-01-25 07:29:53.000,Variant 3,3,End,End,End,End,End,End
Case609,Start,Start,2010-03-19 14:46:29.000,Variant 4,4,Start,Start,Start,Start,Start,Start
Case609,Assign seriousness,Value 2,2010-03-19 14:46:29.000,Variant 4,4,Assign seriousness,complete,Value 2,Variant 4,4,Fluxicon Disco
Case609,Assign seriousness,Value 2,2010-03-19 14:46:50.000,Variant 4,4,Assign seriousness,complete,Value 2,Variant 4,4,Fluxicon Disco
Case609,Take in charge ticket,Value 2,2010-03-19 14:47:09.000,Variant 4,4,Take in charge ticket,complete,Value 2,Variant 4,4,Fluxicon Disco
Case609,Resolve ticket,Value 15,2010-04-20 07:27:07.000,Variant 4,4,Resolve ticket,complete,Value 15,Variant 4,4,Fluxicon Disco
Case609,Closed,Value 5,2010-05-05 07:27:22.000,Variant 4,4,Closed,complete,Value 5,Variant 4,4,Fluxicon Disco
Case609,End,End,2010-05-05 07:27:22.000,Variant 4,4,End,End,End,End,End,End
Case610,Start,Start,2010-09-03 07:49:02.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case610,Assign seriousness,Value 7,2010-09-03 07:49:02.000,Variant 1,1,Assign seriousness,complete,Value 7,Variant 1,1,Fluxicon Disco
Case610,Take in charge ticket,Value 2,2010-09-09 09:01:32.000,Variant 1,1,Take in charge ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case610,Resolve ticket,Value 2,2010-09-09 09:12:29.000,Variant 1,1,Resolve ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case610,Closed,Value 5,2010-10-21 07:50:25.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case610,End,End,2010-10-21 07:50:25.000,Variant 1,1,End,End,End,End,End,End
Case611,Start,Start,2010-12-31 08:41:03.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case611,Assign seriousness,Value 6,2010-12-31 08:41:03.000,Variant 1,1,Assign seriousness,complete,Value 6,Variant 1,1,Fluxicon Disco
Case611,Take in charge ticket,Value 6,2010-12-31 08:41:44.000,Variant 1,1,Take in charge ticket,complete,Value 6,Variant 1,1,Fluxicon Disco
Case611,Resolve ticket,Value 6,2010-12-31 08:42:08.000,Variant 1,1,Resolve ticket,complete,Value 6,Variant 1,1,Fluxicon Disco
Case611,Closed,Value 5,2011-02-13 08:50:37.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case611,End,End,2011-02-13 08:50:37.000,Variant 1,1,End,End,End,End,End,End
Case612,Start,Start,2010-04-28 06:59:40.000,Variant 7,7,Start,Start,Start,Start,Start,Start
Case612,Insert ticket,Value 6,2010-04-28 06:59:40.000,Variant 7,7,Insert ticket,complete,Value 6,Variant 7,7,Fluxicon Disco
Case612,Assign seriousness,Value 2,2010-04-28 07:04:25.000,Variant 7,7,Assign seriousness,complete,Value 2,Variant 7,7,Fluxicon Disco
Case612,Take in charge ticket,Value 2,2010-04-29 12:32:50.000,Variant 7,7,Take in charge ticket,complete,Value 2,Variant 7,7,Fluxicon Disco
Case612,Resolve ticket,Value 2,2010-04-29 12:39:49.000,Variant 7,7,Resolve ticket,complete,Value 2,Variant 7,7,Fluxicon Disco
Case612,Closed,Value 5,2010-05-29 07:01:22.000,Variant 7,7,Closed,complete,Value 5,Variant 7,7,Fluxicon Disco
Case612,End,End,2010-05-29 07:01:22.000,Variant 7,7,End,End,End,End,End,End
Case613,Start,Start,2012-07-27 13:39:25.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case613,Assign seriousness,Value 1,2012-07-27 13:39:25.000,Variant 1,1,Assign seriousness,complete,Value 1,Variant 1,1,Fluxicon Disco
Case613,Take in charge ticket,Value 16,2012-07-30 07:07:05.000,Variant 1,1,Take in charge ticket,complete,Value 16,Variant 1,1,Fluxicon Disco
Case613,Resolve ticket,Value 16,2012-07-30 07:09:30.000,Variant 1,1,Resolve ticket,complete,Value 16,Variant 1,1,Fluxicon Disco
Case613,Closed,Value 5,2012-09-09 13:41:03.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case613,End,End,2012-09-09 13:41:03.000,Variant 1,1,End,End,End,End,End,End
Case614,Start,Start,2012-07-11 14:35:34.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case614,Assign seriousness,Value 1,2012-07-11 14:35:34.000,Variant 1,1,Assign seriousness,complete,Value 1,Variant 1,1,Fluxicon Disco
Case614,Take in charge ticket,Value 13,2012-07-12 07:10:08.000,Variant 1,1,Take in charge ticket,complete,Value 13,Variant 1,1,Fluxicon Disco
Case614,Resolve ticket,Value 13,2012-07-18 07:23:38.000,Variant 1,1,Resolve ticket,complete,Value 13,Variant 1,1,Fluxicon Disco
Case614,Closed,Value 5,2012-08-11 14:40:19.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case614,End,End,2012-08-11 14:40:19.000,Variant 1,1,End,End,End,End,End,End
Case615,Start,Start,2011-09-01 06:15:15.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case615,Assign seriousness,Value 12,2011-09-01 06:15:15.000,Variant 1,1,Assign seriousness,complete,Value 12,Variant 1,1,Fluxicon Disco
Case615,Take in charge ticket,Value 12,2011-09-01 06:15:49.000,Variant 1,1,Take in charge ticket,complete,Value 12,Variant 1,1,Fluxicon Disco
Case615,Resolve ticket,Value 12,2011-09-13 06:50:31.000,Variant 1,1,Resolve ticket,complete,Value 12,Variant 1,1,Fluxicon Disco
Case615,Closed,Value 5,2011-10-15 06:20:46.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case615,End,End,2011-10-15 06:20:46.000,Variant 1,1,End,End,End,End,End,End
Case616,Start,Start,2010-03-24 10:24:08.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case616,Assign seriousness,Value 2,2010-03-24 10:24:08.000,Variant 1,1,Assign seriousness,complete,Value 2,Variant 1,1,Fluxicon Disco
Case616,Take in charge ticket,Value 2,2010-03-24 10:24:16.000,Variant 1,1,Take in charge ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case616,Resolve ticket,Value 2,2010-04-14 13:51:34.000,Variant 1,1,Resolve ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case616,Closed,Value 5,2010-04-29 13:51:50.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case616,End,End,2010-04-29 13:51:50.000,Variant 1,1,End,End,End,End,End,End
Case617,Start,Start,2010-11-16 10:53:46.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case617,Assign seriousness,Value 2,2010-11-16 10:53:46.000,Variant 1,1,Assign seriousness,complete,Value 2,Variant 1,1,Fluxicon Disco
Case617,Take in charge ticket,Value 12,2010-11-16 13:22:57.000,Variant 1,1,Take in charge ticket,complete,Value 12,Variant 1,1,Fluxicon Disco
Case617,Resolve ticket,Value 12,2010-11-17 08:05:25.000,Variant 1,1,Resolve ticket,complete,Value 12,Variant 1,1,Fluxicon Disco
Case617,Closed,Value 5,2011-01-01 11:00:41.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case617,End,End,2011-01-01 11:00:41.000,Variant 1,1,End,End,End,End,End,End
Case618,Start,Start,2012-01-30 15:21:12.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case618,Assign seriousness,Value 1,2012-01-30 15:21:12.000,Variant 1,1,Assign seriousness,complete,Value 1,Variant 1,1,Fluxicon Disco
Case618,Take in charge ticket,Value 1,2012-01-30 15:21:21.000,Variant 1,1,Take in charge ticket,complete,Value 1,Variant 1,1,Fluxicon Disco
Case618,Resolve ticket,Value 1,2012-01-30 15:26:10.000,Variant 1,1,Resolve ticket,complete,Value 1,Variant 1,1,Fluxicon Disco
Case618,Closed,Value 5,2012-03-14 15:30:35.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case618,End,End,2012-03-14 15:30:35.000,Variant 1,1,End,End,End,End,End,End
Case619,Start,Start,2011-03-31 14:49:16.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case619,Assign seriousness,Value 8,2011-03-31 14:49:16.000,Variant 1,1,Assign seriousness,complete,Value 8,Variant 1,1,Fluxicon Disco
Case619,Take in charge ticket,Value 8,2011-03-31 14:50:04.000,Variant 1,1,Take in charge ticket,complete,Value 8,Variant 1,1,Fluxicon Disco
Case619,Resolve ticket,Value 8,2011-04-22 06:57:10.000,Variant 1,1,Resolve ticket,complete,Value 8,Variant 1,1,Fluxicon Disco
Case619,Closed,Value 5,2011-05-07 06:57:27.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case619,End,End,2011-05-07 06:57:27.000,Variant 1,1,End,End,End,End,End,End
Case620,Start,Start,2011-12-27 09:15:56.000,Variant 3,3,Start,Start,Start,Start,Start,Start
Case620,Assign seriousness,Value 1,2011-12-27 09:15:56.000,Variant 3,3,Assign seriousness,complete,Value 1,Variant 3,3,Fluxicon Disco
Case620,Take in charge ticket,Value 6,2011-12-27 13:02:18.000,Variant 3,3,Take in charge ticket,complete,Value 6,Variant 3,3,Fluxicon Disco
Case620,Wait,Value 6,2011-12-27 14:02:37.000,Variant 3,3,Wait,complete,Value 6,Variant 3,3,Fluxicon Disco
Case620,Take in charge ticket,Value 6,2012-01-12 07:25:56.000,Variant 3,3,Take in charge ticket,complete,Value 6,Variant 3,3,Fluxicon Disco
Case620,Resolve ticket,Value 6,2012-01-12 07:42:41.000,Variant 3,3,Resolve ticket,complete,Value 6,Variant 3,3,Fluxicon Disco
Case620,Closed,Value 5,2012-02-11 07:43:08.000,Variant 3,3,Closed,complete,Value 5,Variant 3,3,Fluxicon Disco
Case620,End,End,2012-02-11 07:43:08.000,Variant 3,3,End,End,End,End,End,End
Case621,Start,Start,2012-06-21 08:27:04.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case621,Assign seriousness,Value 4,2012-06-21 08:27:04.000,Variant 1,1,Assign seriousness,complete,Value 4,Variant 1,1,Fluxicon Disco
Case621,Take in charge ticket,Value 4,2012-06-21 08:27:38.000,Variant 1,1,Take in charge ticket,complete,Value 4,Variant 1,1,Fluxicon Disco
Case621,Resolve ticket,Value 4,2012-06-25 06:53:25.000,Variant 1,1,Resolve ticket,complete,Value 4,Variant 1,1,Fluxicon Disco
Case621,Closed,Value 5,2012-07-24 08:31:31.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case621,End,End,2012-07-24 08:31:31.000,Variant 1,1,End,End,End,End,End,End
Case622,Start,Start,2012-09-27 13:03:27.000,Variant 19,19,Start,Start,Start,Start,Start,Start
Case622,Assign seriousness,Value 1,2012-09-27 13:03:27.000,Variant 19,19,Assign seriousness,complete,Value 1,Variant 19,19,Fluxicon Disco
Case622,Take in charge ticket,Value 1,2012-09-27 13:04:02.000,Variant 19,19,Take in charge ticket,complete,Value 1,Variant 19,19,Fluxicon Disco
Case622,Create SW anomaly,Value 1,2012-09-28 09:14:14.000,Variant 19,19,Create SW anomaly,complete,Value 1,Variant 19,19,Fluxicon Disco
Case622,Resolve ticket,Value 1,2012-11-05 15:41:28.000,Variant 19,19,Resolve ticket,complete,Value 1,Variant 19,19,Fluxicon Disco
Case622,Closed,Value 3,2012-11-20 15:41:39.000,Variant 19,19,Closed,complete,Value 3,Variant 19,19,Fluxicon Disco
Case622,End,End,2012-11-20 15:41:39.000,Variant 19,19,End,End,End,End,End,End
Case623,Start,Start,2011-11-08 09:47:18.000,Variant 26,26,Start,Start,Start,Start,Start,Start
Case623,Assign seriousness,Value 1,2011-11-08 09:47:18.000,Variant 26,26,Assign seriousness,complete,Value 1,Variant 26,26,Fluxicon Disco
Case623,Take in charge ticket,Value 13,2011-11-11 12:31:56.000,Variant 26,26,Take in charge ticket,complete,Value 13,Variant 26,26,Fluxicon Disco
Case623,Wait,Value 13,2011-11-22 08:56:15.000,Variant 26,26,Wait,complete,Value 13,Variant 26,26,Fluxicon Disco
Case623,Resolve ticket,Value 2,2011-11-25 10:37:22.000,Variant 26,26,Resolve ticket,complete,Value 2,Variant 26,26,Fluxicon Disco
Case623,Resolve ticket,Value 2,2011-11-25 10:37:25.000,Variant 26,26,Resolve ticket,complete,Value 2,Variant 26,26,Fluxicon Disco
Case623,Closed,Value 5,2011-12-14 12:30:32.000,Variant 26,26,Closed,complete,Value 5,Variant 26,26,Fluxicon Disco
Case623,End,End,2011-12-14 12:30:32.000,Variant 26,26,End,End,End,End,End,End
Case624,Start,Start,2013-10-24 09:09:08.000,Variant 2,2,Start,Start,Start,Start,Start,Start
Case624,Assign seriousness,Value 18,2013-10-24 09:09:08.000,Variant 2,2,Assign seriousness,complete,Value 18,Variant 2,2,Fluxicon Disco
Case624,Take in charge ticket,Value 20,2013-10-25 12:04:07.000,Variant 2,2,Take in charge ticket,complete,Value 20,Variant 2,2,Fluxicon Disco
Case624,Wait,Value 20,2013-10-28 07:26:23.000,Variant 2,2,Wait,complete,Value 20,Variant 2,2,Fluxicon Disco
Case624,Resolve ticket,Value 20,2013-11-11 08:35:03.000,Variant 2,2,Resolve ticket,complete,Value 20,Variant 2,2,Fluxicon Disco
Case624,Closed,Value 3,2013-11-26 08:35:14.000,Variant 2,2,Closed,complete,Value 3,Variant 2,2,Fluxicon Disco
Case624,End,End,2013-11-26 08:35:14.000,Variant 2,2,End,End,End,End,End,End
Case625,Start,Start,2010-04-19 14:41:52.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case625,Assign seriousness,Value 2,2010-04-19 14:41:52.000,Variant 1,1,Assign seriousness,complete,Value 2,Variant 1,1,Fluxicon Disco
Case625,Take in charge ticket,Value 12,2010-04-20 06:20:23.000,Variant 1,1,Take in charge ticket,complete,Value 12,Variant 1,1,Fluxicon Disco
Case625,Resolve ticket,Value 12,2010-04-22 13:28:57.000,Variant 1,1,Resolve ticket,complete,Value 12,Variant 1,1,Fluxicon Disco
Case625,Closed,Value 5,2010-05-20 14:50:37.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case625,End,End,2010-05-20 14:50:37.000,Variant 1,1,End,End,End,End,End,End
Case626,Start,Start,2013-01-16 08:10:01.000,Variant 2,2,Start,Start,Start,Start,Start,Start
Case626,Assign seriousness,Value 13,2013-01-16 08:10:01.000,Variant 2,2,Assign seriousness,complete,Value 13,Variant 2,2,Fluxicon Disco
Case626,Take in charge ticket,Value 2,2013-01-24 08:59:25.000,Variant 2,2,Take in charge ticket,complete,Value 2,Variant 2,2,Fluxicon Disco
Case626,Wait,Value 9,2013-01-25 10:17:26.000,Variant 2,2,Wait,complete,Value 9,Variant 2,2,Fluxicon Disco
Case626,Resolve ticket,Value 9,2013-02-05 09:12:58.000,Variant 2,2,Resolve ticket,complete,Value 9,Variant 2,2,Fluxicon Disco
Case626,Closed,Value 3,2013-02-20 09:13:07.000,Variant 2,2,Closed,complete,Value 3,Variant 2,2,Fluxicon Disco
Case626,End,End,2013-02-20 09:13:07.000,Variant 2,2,End,End,End,End,End,End
Case627,Start,Start,2012-07-10 06:23:55.000,Variant 1,1,Start,Start,Start,Start,Start,Start
